pit_id,src_year,lat_dd,lon_dd,in_aoi,has_coordinates,saxaul_status,label_role,label_strength,label_weight,confidence,evidence_source,role_reason,landform_vegetation,evidence_quote,has_narrative_block,top_salt_sum_salts_pct,prof_salt_sum_salts_pct,top_salt_cl_pct,prof_salt_cl_pct,top_salt_so4_pct,prof_salt_so4_pct,top_salt_na_pct,prof_salt_na_pct,top_salt_alk_hco3_pct,prof_salt_alk_hco3_pct,top_salt_ca_pct,prof_salt_ca_pct,top_salt_mg_pct,prof_salt_mg_pct,top_humus_pct,prof_humus_pct,top_n_total_pct,prof_n_total_pct,top_c_n_ratio,prof_c_n_ratio,top_caco3_pct,prof_caco3_pct,top_caso4_pct,prof_caso4_pct,top_exch_ca,prof_exch_ca,top_exch_mg,prof_exch_mg,top_exch_na,prof_exch_na,top_exch_k,prof_exch_k,top_exch_sum,prof_exch_sum,top_p2o5_mobile,prof_p2o5_mobile,top_k2o_mobile,prof_k2o_mobile,top_ph_water,prof_ph_water,top_sand_pct,prof_sand_pct,top_silt_pct,prof_silt_pct,top_clay_pct,prof_clay_pct,top_physical_clay_lt0p01,prof_physical_clay_lt0p01,top_hygroscopic_water_pct,prof_hygroscopic_water_pct,n_layers,depth_to_moist_cm,depth_to_salt_cm,rust_mottling_flag,gley_flag,solum_depth_cm,hcl_effervescence_class,surface_crust_flag,marine_shell_flag,horizon_salic_flag,horizon_ploughed_flag,rs_ndmi,rs_ndvi,rs_ndwi_nir,rs_ndsi_green_swir2,rs_br_nir_swir2,rs_bi,rs_slope_deg,rs_scl,v5_zone_map,v5_zone_recomputed,v5_zone_name,rs_prod_valid,rs30_ndmi,rs30_msavi,rs30_si,rs30_ndwi,rs30_slope,rs30_twi,rs30_vh,rs30_valid,y_suitable
26/13,2013,46.225861111111115,61.39,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская равнина / биюргуновая,Плоская равнина / биюргуновая,True,0.094,0.094,0.006,0.006,0.019,0.019,0.02,0.02,0.041,0.041,0.004,0.004,0.001,0.001,0.3186666666666667,0.2902439024390244,0.05040000000000001,0.044731707317073176,3.6066666666666674,3.792682926829268,1.6733333333333333,3.7627450980392156,,1.6,2.9,4.121951219512195,2.3833333333333333,3.3902439024390243,4.413333333333333,4.207560975609756,0.17200000000000001,0.13853658536585367,9.853333333333332,11.853658536585366,32.06666666666667,32.21951219512195,388.0,370.4878048780488,9.546666666666665,8.87843137254902,70.69,70.69,24.42,24.42,4.9,4.9,25.32,25.32,2.04,2.04,6,4.0,0.0,1,1,75.0,2.0,1,0,1,0,,,,,,0.0,0.4428114891052246,0.0,0.0,,Water / NoData / Shadow,False,-0.13529911637306213,0.19251257181167603,2267.421142578125,-0.20412302017211914,,,-60.0,True,0.0
27/13,2013,46.225861111111115,61.39,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская равнина / кейреуково-полынной,Плоская равнина / кейреуково-полынной,True,0.043,0.043,0.003,0.003,0.001,0.001,0.002,0.002,0.027000000000000003,0.027000000000000003,0.006,0.006,0.001,0.001,0.468235294117647,0.4114285714285714,0.04447058823529412,0.036000000000000004,6.164705882352941,6.8,2.335294117647059,4.188888888888889,0.8,0.8333333333333334,2.588235294117647,4.285714285714286,3.1470588235294117,2.9285714285714284,0.7688235294117647,0.9957142857142858,0.29705882352941176,0.28428571428571425,6.823529411764706,8.514285714285714,31.764705882352942,28.285714285714285,313.52941176470586,418.57142857142856,8.86470588235294,8.61111111111111,78.53,78.53,19.85,19.85,1.6200000000000003,1.6200000000000003,8.1,8.1,1.26,1.26,5,0.0,40.0,0,0,80.0,2.0,0,0,1,0,,,,,,0.0,0.4428114891052246,0.0,0.0,,Water / NoData / Shadow,False,-0.13529911637306213,0.19251257181167603,2267.421142578125,-0.20412302017211914,,,-60.0,True,0.0
28/13,2013,46.21738888888889,61.27475,True,True,present_nearby,uncertain,,0.0,medium,narrative,ambiguous (present_nearby); excluded from training,Межбугровое пространство / полынной с эфемерами,"Есть песчаная акация, отдельные саксаульчики, курчава, изень.",True,0.049,0.049,,,0.014000000000000002,0.014000000000000002,0.001,0.001,0.022,0.022,0.008,0.008,0.002,0.002,0.41,0.27249999999999996,0.028000000000000004,0.0245,8.5,6.525,1.3,2.1333333333333333,,1.3333333333333333,3.0,4.9375,2.25,3.1875,0.6849999999999999,0.625,0.175,0.17250000000000001,6.1,8.925,32.0,26.0,185.0,282.5,8.65,8.56,95.57,95.57,3.22,3.22,1.21,1.21,2.42,2.42,0.8400000000000001,0.8400000000000001,5,26.0,,1,1,100.0,,0,1,0,0,,,,,,0.0,0.09940899163484573,0.0,0.0,,Water / NoData / Shadow,False,-0.1513059437274933,0.18625928461551666,2299.513427734375,-0.207398921251297,,,-60.0,True,
28/14,2014,45.79738888888889,61.70741666666667,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская равнина / полынно-карабараковая,Плоская равнина / полынно-карабараковая,True,2.635,2.635,0.089,0.089,1.719,1.719,0.5,0.5,0.032,0.032,0.19,0.19,0.087,0.087,1.3192857142857142,1.3192857142857142,0.086,0.086,9.478571428571428,9.478571428571428,19.678571428571427,20.145833333333332,,,8.214285714285714,8.214285714285714,10.714285714285714,10.714285714285714,4.414285714285714,4.414285714285714,0.37285714285714283,0.37285714285714283,23.72142857142857,23.72142857142857,,,,,,,,,,,,,,,,,5,8.0,0.0,0,0,90.0,2.0,0,0,1,0,,,,,,0.0,0.6023720502853394,0.0,0.0,,Water / NoData / Shadow,False,-0.06145861744880676,0.21301402151584625,2157.216796875,-0.19972066581249237,,,-60.0,True,0.0
29/13,2013,46.176249999999996,61.25863888888889,True,True,present_nearby,uncertain,,0.0,medium,narrative,ambiguous (present_nearby); excluded from training,Равнинные пески / осочково-эбелековой,"Поверхность волнистая, на водоразделах кустарники, в основном саксаул, терескен, полынь.",True,0.042,0.042,,,0.008,0.008,0.001,0.001,0.022,0.022,0.006,0.006,0.001,0.001,0.25,0.25666666666666665,0.04025000000000001,0.03616666666666667,3.6875,4.325,4.0,3.6666666666666665,,,1.9375,2.375,1.6875,1.7083333333333333,0.9087500000000001,0.9258333333333333,0.16375,0.15916666666666668,4.7,5.166666666666667,28.5,27.0,165.0,173.33333333333334,8.9125,8.881818181818183,84.74000000000001,84.74000000000001,13.65,13.65,1.61,1.61,8.03,8.03,0.4,0.4,5,0.0,,0,0,95.0,,0,0,0,0,,,,,,0.0,0.490073561668396,0.0,0.0,,Water / NoData / Shadow,False,-0.1661926954984665,0.1953400820493698,2282.08984375,-0.2095709592103958,,,-60.0,True,
29/14,2014,45.72175,61.706583333333334,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Абсолютно плоская равнина / сарсазановая,Абсолютно плоская равнина / сарсазановая,True,3.759,3.759,0.838,0.838,1.656,1.656,0.895,0.895,0.012,0.012,0.286,0.286,0.058,0.058,0.8833333333333333,0.8833333333333333,0.03422222222222223,0.03422222222222223,14.922222222222224,14.922222222222224,15.821428571428571,16.6875,,,8.277777777777779,8.277777777777779,4.361111111111111,4.361111111111111,8.577777777777778,8.577777777777778,0.18,0.18,21.38888888888889,21.38888888888889,,,,,,,,,,,,,,,,,5,0.0,0.0,1,0,110.0,2.0,0,0,1,0,,,,,,0.0,0.42271459102630615,0.0,0.0,,Water / NoData / Shadow,False,-0.048471495509147644,0.2413627952337265,2169.635009765625,-0.2025756984949112,,,-60.0,True,0.0
2А/12,2012,46.08372222222223,60.86691666666667,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская равнина / солянковой растительностью,Плоская равнина / солянковой растительностью,True,0.549,0.549,0.007,0.007,0.355,0.355,0.011000000000000001,0.011000000000000001,0.027,0.027,0.123,0.123,0.013,0.013,0.5438461538461539,0.5438461538461539,0.060000000000000005,0.060000000000000005,4.6692307692307695,4.6692307692307695,,,,,11.557692307692308,11.557692307692308,4.384615384615385,4.384615384615385,0.5915384615384616,0.5915384615384616,0.38153846153846155,0.38153846153846155,16.9,16.9,51.15384615384615,51.15384615384615,381.53846153846155,381.53846153846155,8.507692307692308,8.592857142857143,61.23,61.23,28.27,28.27,10.5,10.5,25.540000000000003,25.540000000000003,0.96,0.96,6,16.0,30.0,1,1,100.0,2.0,1,0,0,0,,,,,,0.0,0.4870700538158417,0.0,0.0,,Water / NoData / Shadow,False,-0.056655459105968475,0.20008447766304016,2426.998046875,-0.19382287561893463,,,-60.0,True,0.0
30/13,2013,46.08377777777778,61.16363888888889,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Высокие волнистые поверхности / осочково-полынной,Высокие волнистые поверхности / осочково-полынной,True,0.051,0.051,,,0.015,0.015,0.001,0.001,0.022,0.022,0.008,0.008,0.002,0.002,0.25461538461538463,0.22277777777777782,0.02584615384615385,0.022555555555555558,6.184615384615385,6.077777777777778,2.2714285714285714,3.1999999999999997,,0.55,2.9615384615384617,3.1805555555555554,2.1538461538461537,2.111111111111111,0.9176923076923077,0.7127777777777777,0.16692307692307692,0.15944444444444444,6.199999999999999,6.172222222222222,26.0,26.833333333333332,171.53846153846155,162.77777777777777,8.86923076923077,8.839130434782609,91.12,91.12,4.44,4.44,4.44,4.44,8.47,8.47,0.82,0.82,6,2.0,,0,0,90.0,,0,0,0,0,,,,,,0.0,0.4058292806148529,0.0,0.0,,Water / NoData / Shadow,False,-0.15564346313476562,0.17567425966262817,2216.3427734375,-0.18989546597003937,,,-60.0,True,0.0
30/14,2014,45.831611111111116,61.717777777777776,True,True,absent_recorded,exclude,,0.0,low,morphology,"floodplain/reed/chingil wetland, not candidate terrain",Огромная плоская депрессия / тростниковая,Огромная плоская депрессия / тростниковая,True,0.742,0.742,0.042,0.042,0.461,0.461,0.065,0.065,0.027000000000000003,0.027000000000000003,0.095,0.095,0.041,0.041,4.340000000000001,4.340000000000001,0.24500000000000002,0.24500000000000002,10.4,10.4,16.56923076923077,18.425,,,18.25,18.25,9.0,9.0,0.25,0.25,0.41,0.41,27.95,27.95,,,,,,,,,,,,,,,,,4,0.0,10.0,1,0,80.0,2.0,0,0,0,0,-0.1398916,0.08820067,-0.14805622,-0.2705382,0.77369004,0.31070688,0.6311154961585999,5.0,10.0,10.0,Existing vegetation,True,0.19058667123317719,0.6155015826225281,1093.5931396484375,-0.4852181077003479,,,-60.0,True,
32/14,2014,45.78322222222222,61.82222222222222,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Увалистый массив / осочково-полынной,Увалистый массив / осочково-полынной,True,0.041,0.041,0.001,0.001,0.013,0.013,0.002,0.002,0.015,0.015,0.006000000000000001,0.006000000000000001,0.001,0.001,0.34076923076923077,0.34076923076923077,0.014000000000000002,0.014000000000000002,14.084615384615384,14.084615384615384,2.276923076923077,3.134782608695652,,,3.3076923076923075,3.3076923076923075,2.076923076923077,2.076923076923077,0.28384615384615386,0.28384615384615386,0.1938461538461538,0.1938461538461538,5.861538461538462,5.861538461538462,,,,,,,,,,,,,,,,,5,6.0,,0,0,110.0,,0,0,0,0,-0.0822823,0.16570032,-0.24187256,-0.2969551,0.88795906,0.35934636,0.6225697994232178,5.0,10.0,10.0,Existing vegetation,True,-0.13824395835399628,0.16573601961135864,2387.5615234375,-0.18855656683444977,,,-60.0,True,0.0
33/14,2014,45.81388888888888,61.847972222222225,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / солянковая с кустарниками,Плоская поверхность / солянковая с кустарниками,True,2.926,2.926,0.008,0.008,1.964,1.964,0.68,0.68,0.041,0.041,0.19,0.19,0.029,0.029,1.7577777777777779,1.7577777777777779,0.12288888888888888,0.12288888888888888,8.52222222222222,8.52222222222222,10.930434782608696,14.258333333333333,,,9.75,9.75,4.25,4.25,9.566666666666668,9.566666666666668,0.37222222222222223,0.37222222222222223,23.944444444444443,23.944444444444443,,,,,,,,,,,,,,,,,6,2.0,8.0,1,1,100.0,2.0,0,0,0,0,,,,,,0.0,1.143052101135254,0.0,0.0,,Water / NoData / Shadow,False,-0.10165417939424515,0.13312631845474243,2479.855224609375,-0.11258973926305771,,,-60.0,True,0.0
34/14,2014,45.80422222222222,61.93469444444444,True,True,absent_recorded,exclude,,0.0,low,morphology,"agriculture/ploughed land, not candidate terrain",Рисовое поле,Рисовое поле,True,0.657,0.657,0.039,0.039,0.398,0.398,0.065,0.065,0.027000000000000003,0.027000000000000003,0.086,0.086,0.029000000000000005,0.029000000000000005,2.4166666666666665,2.0025,0.11666666666666667,0.0945,11.866666666666667,12.825,3.8,7.68,,,16.5,13.875,5.583333333333333,4.875,0.3333333333333333,0.3125,0.38333333333333336,0.315,22.8,19.375,40.0,31.75,293.3333333333333,250.0,,,,,,,,,,,,,5,0.0,,1,0,100.0,2.0,0,0,0,1,,,,,,0.0,0.3600882291793823,0.0,0.0,,Water / NoData / Shadow,False,0.16928188502788544,0.7375760078430176,641.36181640625,-0.5373786687850952,,,-60.0,True,
35/14,2014,45.79880555555555,61.56722222222223,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Сильно нарушенная территория,Сильно нарушенная территория,True,1.516,1.516,0.006000000000000001,0.006000000000000001,1.07,1.07,0.017,0.017,0.024000000000000004,0.024000000000000004,0.286,0.286,0.08700000000000001,0.08700000000000001,1.2584615384615385,1.2584615384615385,0.07430769230769231,0.07430769230769231,9.584615384615384,9.584615384615384,6.923076923076923,5.434782608695652,,,15.673076923076923,15.673076923076923,6.846153846153846,6.846153846153846,0.9792307692307692,0.9792307692307692,0.33615384615384614,0.33615384615384614,23.799999999999997,23.799999999999997,,,,,,,,,,,,,,,,,5,,6.0,0,0,70.0,1.0,0,0,0,0,-0.030196412,0.17555083,-0.2347891,-0.21830314,1.0353677,0.30959487,0.4918154776096344,5.0,10.0,10.0,Existing vegetation,True,-0.1027340516448021,0.16710692644119263,2247.688232421875,-0.16368195414543152,,,-60.0,True,0.0
37/14,2014,45.84022222222222,61.56077777777777,True,True,absent_recorded,exclude,,0.0,low,morphology,"floodplain/reed/chingil wetland, not candidate terrain",Депрессия / низкий тростник,Депрессия / низкий тростник,True,4.007,4.007,0.724,0.724,2.04,2.04,0.73,0.73,0.02,0.02,0.238,0.238,0.231,0.231,1.053448275862069,1.053448275862069,0.038137931034482764,0.038137931034482764,17.013793103448275,17.013793103448275,7.817241379310344,5.606122448979591,,,10.672413793103448,10.672413793103448,16.655172413793103,16.655172413793103,1.2827586206896553,1.2827586206896553,0.29137931034482756,0.29137931034482756,28.910344827586208,28.910344827586208,,,,,,,,,,,,,,,,,5,0.0,0.0,1,1,110.0,2.0,0,0,0,0,0.33514616,0.44411764,-0.4515891,0.11578944,3.340136,0.05296461,0.25531134009361267,7.0,0.0,0.0,Water / NoData / Shadow,True,-0.12711864709854126,-0.6357287168502808,163.92376708984375,0.45502644777297974,,,-60.0,True,
3А/12,2012,46.08502777777778,60.86188888888889,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / кустарниковой растительностью (селитрянка) с редкими солянками,Плоская поверхность / кустарниковой растительностью (селитрянка) с редкими солянками,True,5.681,5.681,1.332,1.332,2.468,2.468,1.283,1.283,0.027,0.027,0.294,0.294,0.209,0.209,0.8108333333333334,0.7846153846153846,0.07666666666666667,0.07538461538461538,5.916666666666667,5.838461538461539,,,,,11.25,11.134615384615385,7.458333333333333,7.980769230769231,0.7241666666666667,0.7338461538461539,0.5958333333333333,0.6046153846153846,20.05,20.476923076923075,14.166666666666666,13.538461538461538,810.8333333333334,788.4615384615385,8.9,8.921739130434782,35.56,35.56,53.49999999999999,53.49999999999999,10.94,10.94,29.179999999999996,29.179999999999996,1.3,1.3,5,6.0,40.0,1,1,100.0,2.0,1,1,0,0,,,,,,0.0,0.3353109359741211,0.0,0.0,,Water / NoData / Shadow,False,-0.08401934057474136,0.12152542918920517,2563.3154296875,-0.13357050716876984,,,-60.0,True,0.0
4А/12,2012,46.06888888888889,60.934666666666665,True,True,present,positive,strong,1.0,medium,narrative,saxaul established at pit (present),Плоская поверхность / кустарниково-солянковой растительностью,"Разрез заложен на плоской поверхности под кустарниково-солянковой растительностью (кустарники – тамарикс, саксаул, селитрянка; растительность – солянка супротиволистная, лебеда солончаковая и др.",True,0.165,0.165,0.011,0.011,0.059,0.059,0.013000000000000001,0.013000000000000001,0.046,0.046,0.016,0.016,0.007000000000000001,0.007000000000000001,0.73,0.7157142857142857,0.06833333333333334,0.060000000000000005,6.229166666666667,7.2,,,,,6.75,6.535714285714286,3.9791666666666665,6.392857142857143,1.2041666666666666,1.3171428571428572,0.6649999999999999,0.5128571428571428,12.629166666666668,14.771428571428572,32.333333333333336,23.428571428571427,627.0833333333334,471.42857142857144,8.691666666666668,8.688888888888888,62.56,62.56,28.579999999999995,28.579999999999995,8.86,8.86,25.76,25.76,0.64,0.64,5,20.0,54.0,1,1,95.0,2.0,0,0,0,0,,,,,,0.0,0.29502880573272705,0.0,0.0,,Water / NoData / Shadow,False,-0.11795900762081146,0.2654866874217987,1802.115478515625,-0.24022571742534637,,,-60.0,True,1.0
5А/12,2012,46.08605555555556,60.95527777777778,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / кустарниково-солянковой растительностью,Плоская поверхность / кустарниково-солянковой растительностью,True,1.7250000000000003,1.7250000000000003,0.221,0.221,0.955,0.955,0.137,0.137,0.022000000000000002,0.022000000000000002,0.314,0.314,0.051,0.051,0.7815384615384617,0.7815384615384617,0.06692307692307692,0.06692307692307692,6.06923076923077,6.06923076923077,,,,,10.23076923076923,10.23076923076923,1.7884615384615385,1.7884615384615385,0.8961538461538461,0.8961538461538461,0.2876923076923077,0.2876923076923077,13.223076923076924,13.223076923076924,7.461538461538462,7.461538461538462,392.3076923076923,392.3076923076923,8.676923076923076,8.795652173913044,39.86,39.86,55.63999999999999,55.63999999999999,4.5,4.5,22.91,22.91,2.24,2.24,5,,32.0,1,0,90.0,2.0,1,0,0,0,,,,,,0.0,1.698225498199463,0.0,0.0,,Water / NoData / Shadow,False,-0.06898203492164612,0.11910150200128555,2838.427734375,-0.132740780711174,,,-60.0,True,0.0
6А/12,2012,46.034388888888884,61.03402777777777,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / солянково-кустарниковой растительностью,Плоская поверхность / солянково-кустарниковой растительностью,True,1.301,1.301,0.014,0.014,0.88,0.88,0.031,0.031,0.027,0.027,0.294,0.294,0.03,0.03,2.8015,2.8015,0.1775,0.1775,9.115,9.115,,,,,18.875,18.875,3.6125,3.6125,0.724,0.724,0.5700000000000001,0.5700000000000001,23.765,23.765,30.9,30.9,719.0,719.0,8.224,8.4525,37.53,37.53,50.06,50.06,12.42,12.42,33.95,33.95,3.3800000000000003,3.3800000000000003,5,20.0,20.0,1,0,75.0,2.0,1,0,0,0,,,,,,0.0,0.22433775663375854,0.0,0.0,,Water / NoData / Shadow,False,-0.05688030645251274,0.08435159921646118,3264.529296875,-0.09508373588323593,,,-60.0,True,0.0
7А/12,2012,46.03138888888889,61.01616666666666,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / солянковой растительностью с единичными кустами селитрянки,Плоская поверхность / солянковой растительностью с единичными кустами селитрянки,True,1.559,1.559,0.030000000000000002,0.030000000000000002,1.045,1.045,0.069,0.069,0.037,0.037,0.294,0.294,0.060000000000000005,0.060000000000000005,3.440344827586207,3.440344827586207,0.1810344827586207,0.14487179487179488,7.637931034482759,7.637931034482759,,,,,15.120689655172415,12.076923076923077,3.3448275862068964,2.871794871794872,0.6175862068965517,0.5643589743589743,0.3455172413793104,0.28,19.427586206896557,15.805128205128208,7.586206896551724,7.586206896551724,390.3448275862069,303.0769230769231,8.155172413793103,8.438775510204081,11.32,11.32,80.66,80.66,8.03,8.03,23.62,23.62,0.32,0.32,5,30.0,,1,0,85.0,2.0,0,0,0,0,,,,,,0.0,0.38529279828071594,0.0,0.0,,Water / NoData / Shadow,False,-0.1003236249089241,0.5534813404083252,756.8784790039062,-0.4927353262901306,,,-60.0,True,0.0
8А/12,2012,46.01891666666666,60.989472222222226,True,True,sparse_suppressed,positive,weak,0.6,medium,both,natural sparse/suppressed saxaul at pit (marginal but supports it),"Рельеф – мелкобугристый / солянковой растительностью (карабарак, кустарники солелюбивые) с единичными экземплярами саксаула","Рельеф – мелкобугристый / солянковой растительностью (карабарак, кустарники солелюбивые) с единичными экземплярами саксаула",True,0.093,0.093,0.014,0.014,0.036,0.036,0.011,0.011,0.015,0.015,0.01,0.01,0.004,0.004,0.09181818181818181,0.09181818181818181,0.013478260869565217,0.013478260869565217,2.2545454545454544,2.2545454545454544,,,,,2.0869565217391304,2.0869565217391304,0.75,0.75,0.23956521739130435,0.23956521739130435,0.17130434782608694,0.17130434782608694,3.260869565217391,3.260869565217391,2.347826086956522,2.347826086956522,83.04347826086956,83.04347826086956,9.326086956521738,9.430232558139535,87.6,87.6,11.6,11.6,0.8,0.8,10.0,10.0,0.02,0.02,5,48.0,0.0,0,0,85.0,2.0,1,0,0,0,,,,,,0.0,0.49757474660873413,0.0,0.0,,Water / NoData / Shadow,False,-0.1156151220202446,0.1320706456899643,2634.741455078125,-0.17097100615501404,,,-60.0,True,1.0
9А/12,2012,46.03363888888889,60.946888888888886,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Плоская поверхность морского дна / кустарниково-солянковой растительностью (карабарак, кермек, солянка супротивнолистная, тамарикс)","Плоская поверхность морского дна / кустарниково-солянковой растительностью (карабарак, кермек, солянка супротивнолистная, тамарикс)",True,3.647,3.647,1.083,1.083,1.337,1.337,0.614,0.614,0.022,0.022,0.417,0.417,0.119,0.119,0.7100000000000002,0.7100000000000002,0.07333333333333333,0.07333333333333333,5.766666666666667,5.766666666666667,,,,,10.666666666666666,10.666666666666666,7.5,7.5,0.5466666666666666,0.5466666666666666,0.49333333333333335,0.49333333333333335,19.166666666666668,19.166666666666668,11.333333333333334,11.333333333333334,940.0,940.0,8.833333333333334,8.833333333333334,8.719999999999999,8.719999999999999,79.05,79.05,12.23,12.23,28.119999999999997,28.119999999999997,1.8400000000000003,1.8400000000000003,2,25.0,0.0,1,1,100.0,2.0,1,0,0,0,,,,,,0.0,0.2986658215522766,0.0,0.0,,Water / NoData / Shadow,False,-0.049168895930051804,0.12052493542432785,2993.947998046875,-0.14213906228542328,,,-60.0,True,0.0
